Video Name,Normal mIoU person,Overwritten mIoU person,Normal mIoU car,Overwritten mIoU car,Normal mIoU truck,Overwritten mIoU truck,Normal mIoU bus,Overwritten mIoU bus,Normal mIoU motorcycle,Overwritten mIoU motorcycle,Normal Accuracy person,Overwritten Accuracy person,Normal Accuracy car,Overwritten Accuracy car,Normal Accuracy truck,Overwritten Accuracy truck,Normal Accuracy bus,Overwritten Accuracy bus,Normal Accuracy motorcycle,Overwritten Accuracy motorcycle,Normal Precision person,Overwritten Precision person,Normal Precision car,Overwritten Precision car,Normal Precision truck,Overwritten Precision truck,Normal Precision bus,Overwritten Precision bus,Normal Precision motorcycle,Overwritten Precision motorcycle,Normal Recall person,Overwritten Recall person,Normal Recall car,Overwritten Recall car,Normal Recall truck,Overwritten Recall truck,Normal Recall bus,Overwritten Recall bus,Normal Recall motorcycle,Overwritten Recall motorcycle,Normal F1 Score person,Overwritten F1 Score person,Normal F1 Score car,Overwritten F1 Score car,Normal F1 Score truck,Overwritten F1 Score truck,Normal F1 Score bus,Overwritten F1 Score bus,Normal F1 Score motorcycle,Overwritten F1 Score motorcycle
176_lASz-Slu2gI,0.678071732183928,0.6753674792610598,0.0,0.0,0.0,0.0,0.3408193099356272,0.7259124543966818,0.0,0.0,0.9760638306820628,0.9756694906510192,0.0,0.0,0.0,0.0,0.6880069455926657,0.8652635834619343,0.0,0.0,0.6858664774276408,0.6830279548889343,0.0,0.0,0.0,0.0,0.9028987171095896,0.8947430402894995,0.0,0.0,0.9836207079699136,0.9850737515089744,0.0,0.0,0.0,0.0,0.3543128004512927,0.7949334279801042,0.0,0.0,0.8043152823310603,0.8028289865903117,0.0,0.0,0.0,0.0,0.4549264415808833,0.8403567612586688,0.0,0.0
4_X9nPISgpz9Q,0.0,0.0,0.865470355129687,0.7730274512235146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953623756858712,0.9894883723422496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994266034751817,0.7823760275402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9580617956527724,0.9853514448823808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272884094890772,0.871765120200647,0.0,0.0,0.0,0.0,0.0,0.0
2381_zHtCNhABlLw,0.0,0.0,0.1727064306429615,0.2919743278504363,0.0,0.0,0.1691497513342786,0.2641365576129125,0.0,0.0,0.0,0.0,0.8961544814987561,0.9101928832400492,0.0,0.0,0.9444744001116072,0.9576264480064656,0.0,0.0,0.0,0.0,0.560259650599328,0.7032096142716776,0.0,0.0,0.9984574347565782,0.9467403332150944,0.0,0.0,0.0,0.0,0.2026235402853371,0.338915312838561,0.0,0.0,0.1696186022382731,0.2683052807256997,0.0,0.0,0.0,0.0,0.2711587213191614,0.4357451190072812,0.0,0.0,0.2431790312099269,0.4002848715535503,0.0,0.0
176_lASz-Slu2gI,0.678071732183928,0.6753674792610598,0.0,0.0,0.0,0.0,0.3408193099356272,0.7259124543966818,0.0,0.0,0.9760638306820628,0.9756694906510192,0.0,0.0,0.0,0.0,0.6880069455926657,0.8652635834619343,0.0,0.0,0.6858664774276408,0.6830279548889343,0.0,0.0,0.0,0.0,0.9028987171095896,0.8947430402894995,0.0,0.0,0.9836207079699136,0.9850737515089744,0.0,0.0,0.0,0.0,0.3543128004512927,0.7949334279801042,0.0,0.0,0.8043152823310603,0.8028289865903117,0.0,0.0,0.0,0.0,0.4549264415808833,0.8403567612586688,0.0,0.0
256_n9wyO4WIGxg,0.0,0.0,0.0,0.0,0.4022914267898213,0.3915603805484676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7430198019801978,0.7275674032246972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4066986345978812,0.3929448483195201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740653966390502,0.983967590785353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557458963530785,0.5455940232612086,0.0,0.0,0.0,0.0
1938_jR4wNlLJW1w,0.1871194820841722,0.1808990439363913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8189413551879086,0.8081518075980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886762416366265,0.1817126896081391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604312696970388,0.9762963256543544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3149300655051166,0.3060254064597383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248_3N9qCBRVviA,0.8217904495393991,0.6603554583299222,0.0020374852606608,0.0030527348389503,0.0,0.0,0.0,0.0,0.0,0.0,0.9908393868786548,0.971818938078704,0.8518763515777289,0.8632558048042555,0.0,0.0,0.0,0.0,0.0,0.0,0.8737835206857171,0.6758873564095944,0.0021534660533377,0.0032412799958807,0.0,0.0,0.0,0.0,0.0,0.0,0.9332276362662464,0.9618781877107808,0.0409692477080916,0.0522976638406507,0.0,0.0,0.0,0.0,0.0,0.0,0.9010627838266524,0.7793835020948305,0.0040449025863132,0.0060567877928644,0.0,0.0,0.0,0.0,0.0,0.0
260_3lutQbIrdO8,0.3854754868976504,0.3436918032246249,0.4577516978624446,0.4748712515234263,0.604229418446489,0.7213107442643151,0.0,0.0,0.0,0.0,0.9911133937757204,0.9839995713305898,0.958252062727974,0.964531282880892,0.9540068694272976,0.9651878429355282,0.0,0.0,0.0,0.0,0.4122129053294597,0.3704591938810307,0.482123883386071,0.5125414951547187,0.8106588448771337,0.8217664762020255,0.0,0.0,0.0,0.0,0.4137368560124745,0.4103553676734516,0.7538349926740161,0.7506335062389144,0.7194436135366904,0.8592837844029652,0.0,0.0,0.0,0.0,0.4123443168942703,0.3871766732804411,0.5656409643192726,0.5833176148305189,0.7395102131322479,0.8301515591984645,0.0,0.0,0.0,0.0
2157_jS6kQVDQmgw,0.3329022481751335,0.3535921365859097,0.496570320199116,0.599904994245939,0.0,0.0,0.0,0.0,0.0,0.0,0.9099182098765431,0.9035434777949248,0.9451652922453704,0.9551115719307272,0.0,0.0,0.0,0.0,0.0,0.0,0.4919797753307143,0.4947085439095924,0.6928329023068989,0.7163828365100959,0.0,0.0,0.0,0.0,0.0,0.0,0.4912080526005042,0.5628779848494594,0.6776000451430363,0.8074333844147439,0.0,0.0,0.0,0.0,0.0,0.0,0.4867399806598795,0.5201043281886697,0.6412358776390136,0.741420935699235,0.0,0.0,0.0,0.0,0.0,0.0
74_8V3wV2iJE-4,0.321218399412543,0.3502781171634007,0.283648107610606,0.4459746993490207,0.0,0.0,0.0,0.0,0.0,0.0,0.7079295803326475,0.7494130765603566,0.5796367241083675,0.6639937092764061,0.0,0.0,0.0,0.0,0.0,0.0,0.3431539745596192,0.3752523081376803,0.8977512672909296,0.883078306050638,0.0,0.0,0.0,0.0,0.0,0.0,0.853525782113831,0.8453050039567719,0.2951838404201048,0.4771118944878019,0.0,0.0,0.0,0.0,0.0,0.0,0.4842459674463883,0.5171344638638705,0.4339958462490066,0.6138972964057191,0.0,0.0,0.0,0.0,0.0,0.0
855_awB7ML_VakM,0.3249160398469441,0.3194461420620365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347848264739924,0.9326033085398514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302998517600635,0.3240023717428695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9511626617646108,0.9572972583360768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900675161772103,0.4837450397557399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406_4-bs4UzDbgw,0.058089526373927,0.057771220742032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9363079427083332,0.936112895447531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695736644738981,0.0668211388232487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4856890343525674,0.4924560627187934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1050034901147201,0.1045616757075367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069_i0SzUrNldmA,0.2339953419500126,0.2365105310506295,0.7177799146872975,0.7146644815692069,0.0,0.0,0.0,0.0,0.0,0.0,0.9551278961977026,0.95546622085048,0.9557895447530864,0.954302260159465,0.0,0.0,0.0,0.0,0.0,0.0,0.2930319894322799,0.2974187087865865,0.8019321942779168,0.780596484850828,0.0,0.0,0.0,0.0,0.0,0.0,0.5792283226267126,0.5842001681201331,0.8888562075298059,0.9127655111957904,0.0,0.0,0.0,0.0,0.0,0.0,0.3695654845597784,0.3731173441337987,0.8289597046468903,0.8271713654793749,0.0,0.0,0.0,0.0,0.0,0.0
220_uDkUZDyYVHM,0.0,0.0,0.743136773261967,0.7799817683281117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9041577024328252,0.9164933924235208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686994578729594,0.9467458998815612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7637116144540522,0.8155157084946842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842181389861953,0.8707120367066221,0.0,0.0,0.0,0.0,0.0,0.0
958_bJgMjzVDbNo,0.8553838146322211,0.8168213974977495,0.894763033099768,0.8624982459787922,0.0,0.0,0.3961779646581796,0.8599231433556748,0.0,0.0,0.9929002754200962,0.9910141916366598,0.9971243596750684,0.9959471664951992,0.0,0.0,0.9944753689236108,0.9986587630744168,0.0,0.0,0.9447026646405458,0.8514086025981413,0.982781854261109,0.9424597418260996,0.0,0.0,0.7878158863911818,0.9444555717180666,0.0,0.0,0.8988915466087053,0.9558099359632146,0.908601757824345,0.9102869855162448,0.0,0.0,0.4051438075970809,0.9049308003428944,0.0,0.0,0.9122975265498804,0.8965362548977022,0.9433544355109968,0.924916192404215,0.0,0.0,0.4916203205020742,0.9237160304379178,0.0,0.0
76_GOC-s5SM0YU,0.0,0.0,0.619790724017674,0.6298675336120194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691975844478738,0.9694071823559672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7372124689742503,0.7287545464390751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7954344223225263,0.8232214554635511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7644877160680155,0.7723962731006659,0.0,0.0,0.0,0.0,0.0,0.0
356_TKJ49EVZasE,0.5230078322880664,0.4745797925868626,0.1861684275652231,0.1293561998623592,0.0,0.0,0.0,0.0,0.0,0.0,0.9764763406990402,0.9711818879570052,0.955627608953738,0.9538707219541464,0.0,0.0,0.0,0.0,0.0,0.0,0.5551638245628068,0.4923980815860999,0.2649642144636169,0.1958504280496065,0.0,0.0,0.0,0.0,0.0,0.0,0.9073508068448684,0.9312741039992044,0.435176023708947,0.3138832258466483,0.0,0.0,0.0,0.0,0.0,0.0,0.6792415099081527,0.6370558578299639,0.3034953522071335,0.2164975406153773,0.0,0.0,0.0,0.0,0.0,0.0
1820_cvRF1EgG6vc,0.8768827186898208,0.8102171039421215,0.7676461061626976,0.7671096589689206,0.0156725601098726,0.0156679601001761,0.0,0.0,0.0,0.0,0.9968162615740744,0.9943886959876544,0.9955786313657408,0.9955755208333332,0.8277974232456139,0.8276709269919593,0.0,0.0,0.0,0.0,0.9409252761133734,0.8405436236014948,0.918448540270673,0.9133967067217346,0.0157244977917032,0.0157199817174229,0.0,0.0,0.0,0.0,0.9281233963869242,0.9584215870530954,0.8261678868507223,0.8308433671878214,0.8807181216933256,0.8807181216933256,0.0,0.0,0.0,0.0,0.9342585948215276,0.8948133846359364,0.8678785096008361,0.8673981013378593,0.0305164462741454,0.0305077971804448,0.0,0.0,0.0,0.0
475_l4b_-ZpnVNo,0.4606082528204794,0.451607028991483,0.8290577349214422,0.867641292099835,0.0,0.0,0.0,0.0,0.0,0.0,0.9969544875563392,0.9967435515873015,0.9974459505579296,0.9979974944037444,0.0,0.0,0.0,0.0,0.0,0.0,0.5777362821897769,0.5778217438771475,0.9463509960740962,0.9224964589092768,0.0,0.0,0.0,0.0,0.0,0.0,0.5034991887850113,0.4920988123513864,0.8643383630837778,0.9312386517461904,0.0,0.0,0.0,0.0,0.0,0.0,0.5220534524132766,0.5164097816185195,0.8988662109990823,0.9244360106651944,0.0,0.0,0.0,0.0,0.0,0.0
1936_gvKlIkjfP0Q,0.0022275471355185,0.0026662084521522,0.4218193012740263,0.4493550436390794,0.0,0.0,0.0,0.0,0.0,0.0,0.8327770242573302,0.8328175636574074,0.8945147026909722,0.8986370020736884,0.0,0.0,0.0,0.0,0.0,0.0,0.3141929022766608,0.3273672873778749,0.8902738879957479,0.8814484085194261,0.0,0.0,0.0,0.0,0.0,0.0,0.0022336716724656,0.0026738964840169,0.4676694445810765,0.4979438907342002,0.0,0.0,0.0,0.0,0.0,0.0,0.0044160212031304,0.0052866554243327,0.5710965386404863,0.604480068470356,0.0,0.0,0.0,0.0,0.0,0.0
2381_zHtCNhABlLw,0.0,0.0,0.1727064306429615,0.2919743278504363,0.0,0.0,0.1691497513342786,0.2641365576129125,0.0,0.0,0.0,0.0,0.8961544814987561,0.9101928832400492,0.0,0.0,0.9444744001116072,0.9576264480064656,0.0,0.0,0.0,0.0,0.560259650599328,0.7032096142716776,0.0,0.0,0.9984574347565782,0.9467403332150944,0.0,0.0,0.0,0.0,0.2026235402853371,0.338915312838561,0.0,0.0,0.1696186022382731,0.2683052807256997,0.0,0.0,0.0,0.0,0.2711587213191614,0.4357451190072812,0.0,0.0,0.2431790312099269,0.4002848715535503,0.0,0.0
72_-fdbOKD_P1g,0.0,0.0,0.0069361528360221,0.0011650060410873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7299680151120582,0.7285516704776427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674293917257796,0.9622219417372712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069383997253043,0.0011650375137458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137188832248721,0.0023253251051734,0.0,0.0,0.0,0.0,0.0,0.0
1924_vDzD8B0wuiY,0.6845930213420517,0.6688774037817847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962852366255144,0.9594088970336077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69909531328714,0.6746670304685835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724879567015324,0.988073785071808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8110697708612209,0.7999521930951676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090_qAl42oaO42M,0.6391491144476659,0.5782552029013747,0.2576076953778989,0.2320690849803371,0.0,0.0,0.0,0.0,0.0,0.0,0.9292419838820302,0.9072650998799724,0.7064798632544587,0.6969787379972565,0.0,0.0,0.0,0.0,0.0,0.0,0.6493398202455907,0.5866658381030755,0.7303249700355502,0.7254953609364133,0.0,0.0,0.0,0.0,0.0,0.0,0.9755070970429076,0.9760245478976832,0.265923514595503,0.2386122669373402,0.0,0.0,0.0,0.0,0.0,0.0,0.7788110943076586,0.7304453832657458,0.3753792848547693,0.3449696980191287,0.0,0.0,0.0,0.0,0.0,0.0
294_d8h7wuRls-A,0.6539242273613038,0.6330005518925947,0.9197543389306064,0.9175909737309024,0.0,0.0,0.0,0.0,0.0,0.0,0.9968601466049382,0.9964514853395058,0.996215446566358,0.9961181037808644,0.0,0.0,0.0,0.0,0.0,0.0,0.7173040944055261,0.6763793343006395,0.9541018560648584,0.9549283564135368,0.0,0.0,0.0,0.0,0.0,0.0,0.8842393767839354,0.9113993323809716,0.962632595979484,0.9595493289795032,0.0,0.0,0.0,0.0,0.0,0.0,0.7901587257363158,0.7747339565986218,0.9581433847024252,0.9569674254179412,0.0,0.0,0.0,0.0,0.0,0.0
778_UBDAYtqPOXE,0.6585708083117512,0.6613802042533609,0.2731582296865203,0.2290623269501752,0.0,0.0,0.0,0.0,0.0,0.0,0.9777453817175016,0.977735538080973,0.8735797504765799,0.8659020508521699,0.0,0.0,0.0,0.0,0.0,0.0,0.716028913102552,0.7145831006246729,0.9888860901787152,0.987398333413474,0.0,0.0,0.0,0.0,0.0,0.0,0.8919454894687089,0.8995327689350412,0.274009519476641,0.2297387965137079,0.0,0.0,0.0,0.0,0.0,0.0,0.7935819774847584,0.7954865056588128,0.4282369846193511,0.3709618237185077,0.0,0.0,0.0,0.0,0.0,0.0
2370_xe5GXsP9zvo,0.3977405385731209,0.6081392385042406,0.6724500811471621,0.6906079226249875,0.0,0.0,0.8159622564043855,0.8282864576458346,0.0,0.0,0.800865692515432,0.8583714152520575,0.9943116962448558,0.993783548739712,0.0,0.0,0.968763245884774,0.9704561953446504,0.0,0.0,0.8965534077518625,0.8308684158008037,0.7653468043288292,0.7479859022050345,0.0,0.0,0.9254793629557236,0.9417305453536796,0.0,0.0,0.4293848669538234,0.6935599900188728,0.8360141552239772,0.8984256288633742,0.0,0.0,0.874087634418689,0.8715558403749389,0.0,0.0,0.566442200417315,0.7544066739745218,0.7807754302560409,0.8008641350699003,0.0,0.0,0.886998713295628,0.8941139235346006,0.0,0.0
967_7xfvyuALf8g,0.0,0.0,0.3249195723021598,0.350193786263443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743295424047236,0.9747822522477188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4842752405761263,0.5057823267518843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5113097352151812,0.5906798080888439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666545212872715,0.4996557868528693,0.0,0.0,0.0,0.0,0.0,0.0
653_yz_2gk5S-Ek,0.2567881450363144,0.3628785166347422,0.0,0.0,0.0,0.0,0.0,0.0,0.4403638206087153,0.4815252112580246,0.9791349702885054,0.9821214560094051,0.0,0.0,0.0,0.0,0.0,0.0,0.9494779128086416,0.9537499202154822,0.3676908759441025,0.4080088538608964,0.0,0.0,0.0,0.0,0.0,0.0,0.8281350151368954,0.811083124861181,0.3531358035684608,0.5747507174011408,0.0,0.0,0.0,0.0,0.0,0.0,0.5300233794409799,0.5741097445134369,0.3441166776227529,0.4715072152005721,0.0,0.0,0.0,0.0,0.0,0.0,0.5891001448440057,0.6403714852818672
1754_ztrGj1hFK8c,0.5562735184000717,0.5655604526990545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683926022376544,0.954275245949074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8793177672165077,0.6519303841584135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6103029222352071,0.8205605014244753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7079290097438558,0.715786726445074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444_Rc1YqO3YkS8,0.0,0.0,0.1237560765230234,0.136575956128804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7901474790219909,0.7913976598668981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299455942097749,0.3195834088197329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989901445194201,0.2161001507497545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217951841690953,0.2390943243472429,0.0,0.0,0.0,0.0,0.0,0.0
221_Rg_8Rt-zvuQ,0.3728116365949087,0.4138695470550199,0.3794097192683145,0.3750240329839999,0.0,0.0,0.0,0.0,0.0,0.0,0.8101023126714676,0.8112512645747598,0.9364127550582992,0.9352288344478736,0.0,0.0,0.0,0.0,0.0,0.0,0.6617029300532734,0.6369867229208557,0.7833175692831793,0.7849181905852457,0.0,0.0,0.0,0.0,0.0,0.0,0.4641853133090252,0.5437915991503294,0.423935842133013,0.4246537904133591,0.0,0.0,0.0,0.0,0.0,0.0,0.5368235171355095,0.5829788809173414,0.5341283212643073,0.5306972201903959,0.0,0.0,0.0,0.0,0.0,0.0
670_JboU-y2LdkU,0.526198925637309,0.5239293785946887,0.3127104400039471,0.3675404539314361,0.0,0.0,0.0,0.0,0.0,0.0,0.9902642961248286,0.9901833311899864,0.9894067965534976,0.9900713091563788,0.0,0.0,0.0,0.0,0.0,0.0,0.6358836604871166,0.6245758101369918,0.6094140878307965,0.5915994248079202,0.0,0.0,0.0,0.0,0.0,0.0,0.7581379345810448,0.7706780746499501,0.3399446579228196,0.4193219475985633,0.0,0.0,0.0,0.0,0.0,0.0,0.681119170032289,0.6805558659760128,0.4257355248706052,0.4750387669629657,0.0,0.0,0.0,0.0,0.0,0.0
1137_-1IuYQZltWo,0.3486320083125389,0.4243521976669247,0.4361421610812334,0.5572541776641587,0.0,0.0,0.0,0.0,0.0,0.0,0.9427534346348492,0.950412727084468,0.9730701290976896,0.9777224995177471,0.0,0.0,0.0,0.0,0.0,0.0,0.725613376374177,0.7909721006120135,0.9425145649521616,0.9125008553356192,0.0,0.0,0.0,0.0,0.0,0.0,0.3698951415763434,0.4494861333698001,0.4568287958436819,0.6097278286256756,0.0,0.0,0.0,0.0,0.0,0.0,0.4558855437616396,0.5362592117060483,0.5498562619671107,0.670484936803554,0.0,0.0,0.0,0.0,0.0,0.0
71_-IFHA129a5I,0.5942128294757755,0.5350722715577818,0.0340672851003527,0.0369403444773068,0.0,0.0,0.0,0.0,0.0,0.0,0.9518952217487372,0.9452442721485688,0.4036914909701368,0.4033776498538011,0.0,0.0,0.0,0.0,0.0,0.0,0.6796885982743163,0.5710836324662943,0.6792454808435295,0.6797810489154954,0.0,0.0,0.0,0.0,0.0,0.0,0.8637058105208802,0.8809128038931504,0.0342780631013458,0.037412153476067,0.0,0.0,0.0,0.0,0.0,0.0,0.7111602372155874,0.6849873806401672,0.0617370306696237,0.0672133484684887,0.0,0.0,0.0,0.0,0.0,0.0
